7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,8,0,0,11,0,0,14,0,0,15,0,0,0,0,15,0,0,0,7,0,0,0,15,0,7,0,0,0,7,7,7,7,7,7
7,7,7,7,7,7,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,7,7,7,7,7,7
7,7,7,7,7,7,0,0,9,0,0,15,0,0,9,0,0,15,0,0,0,0,10,0,7,0,0,0,0,0,7,10,0,12,7,7,7,7,7,7
7,7,7,7,7,7,0,0,0,12,0,0,0,7,7,0,0,0,0,0,0,15,0,0,9,0,15,0,0,0,0,0,0,0,7,7,7,7,7,7
7,7,7,7,7,7,0,15,0,0,0,0,0,7,7,0,0,9,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,7,7,7,7,7,7
7,7,7,7,7,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,7
7,7,7,7,7,7,0,0,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7
7,7,7,7,7,7,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,7,7,7,7,7,7
7,7,7,7,7,7,0,0,0,15,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,7,7,7,7,7
7,7,7,7,7,7,0,0,0,0,14,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,15,0,0,0,0,0,0,0,7,7,7,7,7,7
7,7,7,7,7,7,15,0,0,0,0,0,0,15,0,7,0,15,7,0,0,0,0,0,0,0,0,0,0,9,0,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,0,0,0,15,0,0,0,0,0,9,0,10,7,0,0,0,0,0,0,0,10,0,0,0,15,0,7,0,7,7,7,7,7,7
7,7,7,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,7,0,0,0,9,0,0,0,7,7,7,7,0,10,7,0,7,7,7,7,7,7
7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,14,7,7,7,7,7,0,7,7,7,7,7,7
7,7,7,7,7,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,10,7,0,7,7,7,7,7,7
7,7,7,7,7,7,0,9,0,0,0,0,9,0,12,0,0,0,0,0,15,0,0,0,0,9,0,0,7,9,0,7,7,0,7,7,7,7,7,7
7,7,7,7,7,7,0,0,0,7,7,7,0,0,0,0,0,0,12,0,0,7,7,7,0,0,0,0,7,7,0,7,7,0,7,7,7,7,7,7
7,7,7,7,7,7,0,0,0,15,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,0,0,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
